000077 Errors: L1: 9.940e-03, L2: 9.921e-03, BCE: 3.207e-01, Same sim: 6.031e-01 +/- 4.892e-01, Diff sim: 5.042e-03 +/- 7.070e-02, 
000078 Errors: L1: 1.610e-02, L2: 1.581e-02, BCE: 5.309e-01, Same sim: 3.672e-01 +/- 4.817e-01, Diff sim: 8.289e-03 +/- 8.909e-02, 
000079 Errors: L1: 2.053e-02, L2: 1.668e-02, BCE: 5.365e-01, Same sim: 3.271e-01 +/- 4.637e-01, Diff sim: 1.227e-02 +/- 9.101e-02, 
000080 Errors: L1: 1.171e-02, L2: 1.160e-02, BCE: 3.727e-01, Same sim: 5.359e-01 +/- 4.985e-01, Diff sim: 5.988e-03 +/- 7.640e-02, 
000081 Errors: L1: 2.237e-03, L2: 2.226e-03, BCE: 7.411e-02, Same sim: 9.109e-01 +/- 2.848e-01, Diff sim: 1.138e-03 +/- 3.356e-02, 
000082 Errors: L1: 2.911e-03, L2: 2.850e-03, BCE: 8.632e-02, Same sim: 8.859e-01 +/- 3.177e-01, Diff sim: 1.504e-03 +/- 3.796e-02, 
000083 Errors: L1: 1.050e-02, L2: 1.031e-02, BCE: 3.563e-01, Same sim: 5.874e-01 +/- 4.920e-01, Diff sim: 5.407e-03 +/- 7.203e-02, 
000084 Errors: L1: 3.001e-03, L2: 2.968e-03, BCE: 9.916e-02, Same sim: 8.812e-01 +/- 3.234e-01, Diff sim: 1.536e-03 +/- 3.873e-02, 
000085 Errors: L1: 2.717e-03, L2: 2.695e-03, BCE: 8.889e-02, Same sim: 8.922e-01 +/- 3.101e-01, Diff sim: 1.387e-03 +/- 3.691e-02, 
000086 Errors: L1: 2.554e-03, L2: 2.539e-03, BCE: 8.451e-02, Same sim: 8.984e-01 +/- 3.020e-01, Diff sim: 1.300e-03 +/- 3.583e-02, 
000087 Errors: L1: 2.315e-03, L2: 2.305e-03, BCE: 8.102e-02, Same sim: 9.078e-01 +/- 2.893e-01, Diff sim: 1.177e-03 +/- 3.414e-02, 
000088 Errors: L1: 2.476e-03, L2: 2.461e-03, BCE: 8.332e-02, Same sim: 9.016e-01 +/- 2.979e-01, Diff sim: 1.261e-03 +/- 3.528e-02, 
000089 Errors: L1: 2.789e-03, L2: 2.773e-03, BCE: 9.599e-02, Same sim: 8.891e-01 +/- 3.140e-01, Diff sim: 1.420e-03 +/- 3.745e-02, 
000090 Errors: L1: 4.313e-03, L2: 4.296e-03, BCE: 1.420e-01, Same sim: 8.281e-01 +/- 3.772e-01, Diff sim: 2.192e-03 +/- 4.659e-02, 
000091 Errors: L1: 2.164e-03, L2: 2.148e-03, BCE: 7.085e-02, Same sim: 9.141e-01 +/- 2.802e-01, Diff sim: 1.103e-03 +/- 3.296e-02, 
000092 Errors: L1: 2.483e-03, L2: 2.338e-03, BCE: 6.915e-02, Same sim: 9.062e-01 +/- 2.911e-01, Diff sim: 1.327e-03 +/- 3.438e-02, 
000093 Errors: L1: 1.321e-02, L2: 1.272e-02, BCE: 4.182e-01, Same sim: 4.907e-01 +/- 4.992e-01, Diff sim: 6.931e-03 +/- 7.995e-02, 
000094 Errors: L1: 4.806e-04, L2: 4.687e-04, BCE: 1.530e-02, Same sim: 9.812e-01 +/- 1.356e-01, Diff sim: 2.492e-04 +/- 1.540e-02, 
